Gene,logFC,logCPM,p value,FDR
DDX27,-0.401733559,6.942224675,1.39E-12,4.05E-12
GPN2,-0.569316262,4.488390384,1.44E-12,4.19E-12
NIPA2,-0.429897879,6.509512888,1.45E-12,4.21E-12
PADI2,1.176565812,1.887759015,1.47E-12,4.28E-12
IMPA1,0.947466985,2.5987932,1.47E-12,4.28E-12
PPP6C,-0.470217908,5.937675309,1.47E-12,4.29E-12
TCFL5,0.455845226,5.621486395,1.48E-12,4.29E-12
TIGD3,-1.644439251,0.957347664,1.49E-12,4.34E-12
KPNA1,-0.70371326,3.706632698,1.51E-12,4.37E-12
NR2F2,0.529373273,4.69213305,1.51E-12,4.38E-12
GID4,-0.546238274,4.636692357,1.53E-12,4.44E-12
SCAMP1-AS1,1.508803185,1.185983748,1.56E-12,4.53E-12
SGF29,-0.521663897,5.293002318,1.59E-12,4.63E-12
POU6F1,1.521051025,1.126965557,1.61E-12,4.66E-12
HIST1H2BI,0.387614076,8.229943149,1.61E-12,4.66E-12
VGLL4,0.571804975,4.558391204,1.63E-12,4.74E-12
EVPL,0.726731864,3.992457527,1.70E-12,4.92E-12
ZMIZ1,0.682247936,4.192461451,1.71E-12,4.95E-12
TMEM59,-0.419485085,7.320530573,1.71E-12,4.95E-12
FBXO4,0.608604,4.275295456,1.73E-12,5.01E-12
PRPF6,-0.383193907,7.35539442,1.75E-12,5.08E-12
EFCAB13,0.901796115,2.976245977,1.75E-12,5.08E-12
APEX1,0.45275022,6.913520766,1.76E-12,5.08E-12
CNPY2,0.429121034,6.606622026,1.76E-12,5.09E-12
DDX42,-0.410164954,6.860652214,1.77E-12,5.12E-12
NBPF19,1.365628653,1.474408953,1.79E-12,5.19E-12
CHD1L,0.436631168,5.945419153,1.80E-12,5.20E-12
FAM222B,-0.769743477,3.74766146,1.80E-12,5.21E-12
GRTP1,0.707822577,3.54411014,1.80E-12,5.21E-12
LRIG3,-0.819063477,2.962000224,1.82E-12,5.25E-12
PGM5P2,1.163597436,2.026291112,1.83E-12,5.28E-12
ZNF140,-0.568281527,4.315612058,1.83E-12,5.29E-12
MOG,1.866620493,0.659125065,1.83E-12,5.30E-12
LINC00333,1.936129418,0.627976165,1.84E-12,5.32E-12
DYM,-0.448239143,5.759599117,1.85E-12,5.33E-12
TBX10,-1.462855575,1.275953018,1.87E-12,5.40E-12
ERH,0.422442838,7.110205314,1.94E-12,5.60E-12
SURF2,-0.52639038,4.924293791,1.95E-12,5.64E-12
IDUA,0.971943233,2.66993203,1.97E-12,5.68E-12
PPM1E,1.247156437,1.654221271,1.97E-12,5.69E-12
CTD-2194D22.4,1.244545533,1.622825521,1.97E-12,5.69E-12
TMEM267,0.730941301,3.405660756,1.98E-12,5.70E-12
MTUS2,-1.884930133,0.664156247,2.00E-12,5.75E-12
CAND1.11,-1.723749341,0.866487326,2.03E-12,5.85E-12
EMC9,-0.659665645,3.894655079,2.05E-12,5.90E-12
ETV6,0.665614461,4.032811557,2.08E-12,5.98E-12
POLDIP3,-0.387495013,6.844225445,2.10E-12,6.04E-12
YWHAZ,-0.377030797,8.026512725,2.11E-12,6.07E-12
LCP1,0.364861349,9.187582518,2.11E-12,6.08E-12
SUSD6,-0.562083768,4.719048794,2.15E-12,6.20E-12
MARCH10,1.410088774,1.24360131,2.16E-12,6.23E-12
LINC02532,-2.571686216,-0.232083968,2.20E-12,6.34E-12
PRPSAP2,0.486702609,5.451225547,2.22E-12,6.37E-12
CAMSAP1,0.414796194,6.446521547,2.22E-12,6.39E-12
MBOAT7,0.419427141,7.151010509,2.24E-12,6.45E-12
SP3,-0.393936553,8.144127809,2.24E-12,6.45E-12
VAMP8,0.389951647,6.915671615,2.25E-12,6.47E-12
ACER3,0.555419562,4.411663046,2.29E-12,6.59E-12
NSUN2,-0.388421411,7.420823999,2.45E-12,7.02E-12
CCND1,0.403748946,7.451884852,2.48E-12,7.12E-12
PP7080,0.655086377,3.82308074,2.49E-12,7.15E-12
TIMM10,0.549189663,4.748821687,2.54E-12,7.28E-12
ASXL2,-0.540785685,5.687311709,2.55E-12,7.31E-12
ARFGAP3,-0.550199822,5.007846952,2.60E-12,7.45E-12
KIAA0391,0.503896939,5.142287766,2.72E-12,7.81E-12
MED27,-0.530319228,4.748523997,2.77E-12,7.95E-12
GTF2I,0.598495384,4.276122205,2.78E-12,7.98E-12
SCN8A,2.588489405,-0.139676187,2.80E-12,8.03E-12
GOLGA1,-0.483335891,5.266919348,2.81E-12,8.06E-12
ZSCAN5A,-0.747812571,3.084577657,2.82E-12,8.10E-12
TMEM184A,0.582524212,4.570443889,2.83E-12,8.10E-12
RAB31,-0.374620761,7.347277529,2.85E-12,8.17E-12
PDE4A,1.162516884,2.298399351,2.88E-12,8.24E-12
DNAI1,1.83527974,0.674379261,2.90E-12,8.31E-12
SLC38A5,3.721526823,-0.554000482,2.90E-12,8.31E-12
FABP3,0.945220299,2.397638584,2.92E-12,8.37E-12
SUCLG2,0.500169018,5.196262059,2.92E-12,8.37E-12
OAS1,1.756641825,1.010456563,2.95E-12,8.45E-12
RRAGD,1.403694236,1.318039157,2.95E-12,8.45E-12
GCFC2,0.49955057,5.085218583,3.01E-12,8.60E-12
MT2A,0.540242921,6.143911901,3.01E-12,8.62E-12
SH3GLB1,-0.405518933,6.516418722,3.05E-12,8.73E-12
BTG3,-0.673507641,4.046192998,3.09E-12,8.82E-12
SLC25A51,0.482119317,5.287710257,3.15E-12,9.01E-12
B4GALNT4,2.900037165,-0.250078022,3.17E-12,9.06E-12
CLU,0.469681769,5.62490788,3.18E-12,9.09E-12
APBB2,0.384575877,7.596457019,3.18E-12,9.09E-12
YTHDF3,-0.533427774,5.750610941,3.21E-12,9.16E-12
MDM1,0.636813025,3.849817731,3.21E-12,9.17E-12
PDE8A,-0.450581886,5.571138913,3.25E-12,9.26E-12
PPARA,0.579286163,4.253838678,3.25E-12,9.29E-12
C1GALT1,-0.529144659,5.849533383,3.27E-12,9.32E-12
WASHC5,-0.538105073,4.637405723,3.30E-12,9.41E-12
AVEN,0.695011402,3.699093513,3.31E-12,9.43E-12
PRSS36,1.883862062,0.547672551,3.31E-12,9.43E-12
SEC23IP,-0.434237546,5.811879344,3.36E-12,9.56E-12
ACYP1,-0.69381327,3.365744234,3.36E-12,9.56E-12
MEIS3,1.82655747,0.628323609,3.37E-12,9.59E-12
ADRA2C,0.734835864,3.631650931,3.39E-12,9.66E-12
ITPR1,-0.664199177,3.697293557,3.41E-12,9.71E-12
FBXO22,0.456408739,5.881911272,3.42E-12,9.73E-12
CENPM,0.657155121,3.936630204,3.42E-12,9.74E-12
MASTL,-0.498923186,5.982454883,3.48E-12,9.91E-12
SEMA3F,-0.778848222,2.976255775,3.51E-12,9.98E-12
SNRPD1,0.449092909,6.01793834,3.59E-12,1.02E-11
SRSF10,0.43055294,6.355164344,3.76E-12,1.07E-11
BRI3BP,-0.502182193,5.082504797,3.76E-12,1.07E-11
BRD8,-0.419133383,6.423176375,3.86E-12,1.10E-11
ABCD4,0.513832256,5.009452816,3.88E-12,1.10E-11
TRIQK,0.842857348,3.040897686,3.89E-12,1.11E-11
NIPAL3,-0.523108595,4.631476296,3.89E-12,1.11E-11
ADPRHL1,0.962590992,2.411655353,3.90E-12,1.11E-11
XAF1,2.809265174,-0.324629576,3.92E-12,1.11E-11
RNF38,-0.515807861,5.906587582,3.93E-12,1.12E-11
PIGW,-0.552697536,4.276394214,3.95E-12,1.12E-11
MANEA,0.627491745,4.100831446,3.98E-12,1.13E-11
TUBGCP4,-0.617405623,4.040921066,3.99E-12,1.13E-11
SLC45A4,-0.55180467,5.925830735,4.01E-12,1.14E-11
FRMD3,-0.982460486,2.525034049,4.02E-12,1.14E-11
CDK18,1.303790004,1.478344266,4.15E-12,1.18E-11
BATF3,1.332092821,1.626788538,4.20E-12,1.19E-11
TLCD1,-0.505268577,5.426121483,4.22E-12,1.20E-11
CCDC93,-0.449739997,5.706241579,4.36E-12,1.24E-11
LOC150776,0.570619183,4.294779983,4.41E-12,1.25E-11
IRF2,0.759723676,3.46936449,4.41E-12,1.25E-11
CHD4,-0.352498993,8.509462228,4.42E-12,1.25E-11
ZNF428,0.73768706,3.984775194,4.47E-12,1.27E-11
HAUS1,0.700221181,3.701791976,4.54E-12,1.29E-11
PSMD4,-0.368415993,7.750294168,4.58E-12,1.30E-11
ASXL1,0.43297022,6.257366627,4.59E-12,1.30E-11
TOP3A,-0.481787288,5.694428508,4.59E-12,1.30E-11
PSPH,0.687065303,3.628986939,4.61E-12,1.30E-11
KIF3B,-0.426803131,6.23570428,4.62E-12,1.31E-11
POLR3E,-0.389261104,6.679800642,4.63E-12,1.31E-11
ERICH1,-0.50224521,5.27256181,4.66E-12,1.32E-11
TPRA1,-0.443362103,7.13717349,4.77E-12,1.35E-11
CSNK1G3,-0.445554549,6.560551949,4.80E-12,1.36E-11
NPEPPS,-0.401000412,6.864971614,4.86E-12,1.37E-11
GCHFR,0.793325655,3.168955953,4.88E-12,1.38E-11
KRT9,3.633593118,-0.626998736,4.92E-12,1.39E-11
ESR1,-1.666958118,0.688682256,4.96E-12,1.40E-11
ALX1,1.928415421,0.540071105,4.96E-12,1.40E-11
DNAJC7,-0.443333832,5.821304085,4.97E-12,1.40E-11
MAPKAPK5-AS1,-0.683932976,3.627157406,5.01E-12,1.41E-11
CCDC6,-0.419042543,6.54332036,5.04E-12,1.42E-11
SFTPD,2.201825123,0.213659084,5.07E-12,1.43E-11
C4orf3,-0.507601786,5.022241264,5.09E-12,1.43E-11
ZDHHC9,-0.417033257,6.04594889,5.09E-12,1.44E-11
LOC284930,0.73159,3.649904708,5.11E-12,1.44E-11
GGH,-0.485864223,5.210269774,5.12E-12,1.44E-11
FOXL2,1.657135223,0.818980089,5.23E-12,1.47E-11
CCDC124,-0.56093813,5.798341716,5.25E-12,1.48E-11
RPL8,-0.363544483,9.388401111,5.44E-12,1.53E-11
DGLUCY,0.516571998,4.835438202,5.48E-12,1.54E-11
AKR1B1,0.355094566,8.136715328,5.52E-12,1.55E-11
MRPL35,0.492202931,5.579431761,5.62E-12,1.58E-11
LMF1,0.575185403,4.564793904,5.71E-12,1.61E-11
METTL5,0.452341513,5.657640351,5.79E-12,1.63E-11
C9orf40,-0.429955894,7.002273787,5.82E-12,1.64E-11
RBM34,-0.484695566,6.563994043,5.88E-12,1.65E-11
ZFAND5,-0.37189248,7.265587386,5.93E-12,1.67E-11
EPB41L5,0.453012395,5.928250955,5.93E-12,1.67E-11
TGFBRAP1,-0.408760613,6.305632133,5.97E-12,1.68E-11
TMEM222,-0.505265533,5.032107553,6.04E-12,1.70E-11
TINF2,-0.451098168,5.462277742,6.13E-12,1.72E-11
RAD23B,-0.366730209,9.278400055,6.20E-12,1.74E-11
STK36,0.66532094,3.972613075,6.21E-12,1.74E-11
SYCP2,1.41582466,1.269061347,6.39E-12,1.79E-11
FAM160B1,-0.456800161,5.44734835,6.60E-12,1.85E-11
FASTK,-0.411429677,6.984003479,6.76E-12,1.90E-11
LOC100507477,-1.175284455,1.95329998,6.76E-12,1.90E-11
IRF6,0.408285192,6.24621957,6.92E-12,1.94E-11
GALNT10,0.673755596,3.809089272,6.97E-12,1.95E-11
BRWD3,-0.421269749,5.97402263,7.02E-12,1.97E-11
DZIP3,0.61305084,3.89335324,7.12E-12,2.00E-11
CHRAC1,-0.663437488,3.605794633,7.15E-12,2.00E-11
IGDCC4,1.937228071,0.453973178,7.24E-12,2.03E-11
TRIP4,-0.661944452,3.677885383,7.28E-12,2.04E-11
GNAL,-1.064853683,1.907360825,7.33E-12,2.05E-11
SGK2,-2.862285072,-0.430254287,7.33E-12,2.05E-11
NME6,0.530527942,4.70417047,7.38E-12,2.07E-11
WWOX,0.539455829,4.679437584,7.40E-12,2.07E-11
PXYLP1,1.686477316,0.839138152,7.56E-12,2.12E-11
MYO1H,-1.460678896,1.029850146,7.64E-12,2.14E-11
PCLAF,0.47317661,5.775977958,7.77E-12,2.17E-11
BOLA3,0.551209624,4.609419407,7.78E-12,2.17E-11
MTURN,0.641670009,3.714833772,7.79E-12,2.18E-11
TOMM22,0.398751222,7.017825886,8.00E-12,2.24E-11
MAP3K20,-0.708538578,3.431090665,8.12E-12,2.27E-11
HOXD9,2.554889312,-0.16661745,8.15E-12,2.28E-11
RAD21,-0.433447457,6.242295926,8.15E-12,2.28E-11
CLP1,-0.588370113,4.702658681,8.25E-12,2.31E-11
UBASH3B,0.408518574,6.356550351,8.36E-12,2.33E-11
DARS2,-0.427233074,5.976690525,8.38E-12,2.34E-11
ZNF260,0.600732312,4.211247888,8.49E-12,2.37E-11
LHX4,0.72448279,3.244121724,8.49E-12,2.37E-11
ARSB,0.473416648,5.721921192,8.62E-12,2.41E-11
KIAA1586,0.684901943,4.001509483,8.63E-12,2.41E-11
RANBP1,0.387896304,6.729406863,8.68E-12,2.42E-11
FBXO41,1.459816369,1.217893299,8.75E-12,2.44E-11
SUZ12,-0.480653307,5.677912222,8.96E-12,2.50E-11
ZNF486,0.837812857,3.077191453,8.98E-12,2.50E-11
YWHAH,0.453079696,6.162060055,9.00E-12,2.51E-11
RAB13,-0.733637691,3.275619505,9.05E-12,2.52E-11
CLDN7,0.379335256,8.107942582,9.10E-12,2.54E-11
MRC2,0.697040206,3.465263466,9.24E-12,2.57E-11
EXT1,-0.435254739,5.870824911,9.47E-12,2.64E-11
SAP30BP,-0.418886015,6.369781071,9.72E-12,2.70E-11
ORAI1,-0.556744206,4.865883735,9.73E-12,2.71E-11
TENM3,-0.392158023,9.67816391,9.76E-12,2.71E-11
HCAR1,2.477112084,-0.126456845,9.77E-12,2.72E-11
KIAA2012,-0.990425787,2.090519024,9.91E-12,2.76E-11
FAM171B,-1.952019625,0.501705746,9.95E-12,2.77E-11
UFD1,-0.42877064,5.671686982,1.01E-11,2.80E-11
CTIF,0.560833587,4.784190353,1.02E-11,2.84E-11
KDM8,1.092384004,2.268718673,1.04E-11,2.88E-11
ST13,0.464058667,6.176621185,1.04E-11,2.88E-11
VGLL1,-0.458192085,6.923281278,1.06E-11,2.93E-11
DCAF8,-0.371340219,7.001386746,1.06E-11,2.94E-11
TBC1D9B,-0.363842154,8.336774676,1.07E-11,2.97E-11
AKIP1,0.69424696,3.679172676,1.07E-11,2.97E-11
PLEKHG5,0.802097546,2.812626283,1.08E-11,3.00E-11
CAPZB,-0.539012961,5.991184742,1.09E-11,3.02E-11
AKIRIN1,-0.395754853,6.686667036,1.09E-11,3.03E-11
ZDBF2,-0.380365795,6.888308304,1.10E-11,3.06E-11
UNC45A,-0.435000755,5.859534063,1.14E-11,3.15E-11
TMEM99,1.182074973,1.650526956,1.15E-11,3.18E-11
NOL9,-0.49894048,5.347669576,1.17E-11,3.25E-11
LGALS3,0.387613016,7.707348364,1.18E-11,3.26E-11
ATF6B,-0.419332078,6.214675249,1.19E-11,3.30E-11
PARVA,0.405866708,7.211007955,1.21E-11,3.36E-11
LOC100287042,1.088282144,2.047613779,1.24E-11,3.43E-11
PPY2P,1.208142517,1.88352969,1.24E-11,3.43E-11
ACTR5,-0.545774855,4.282193771,1.27E-11,3.52E-11
SUMO2,0.427515011,6.139162021,1.30E-11,3.59E-11
SNAPIN,-0.496486789,4.80095524,1.34E-11,3.70E-11
MYH6,-2.815197064,-0.463673556,1.35E-11,3.73E-11
ZNF398,-0.470031206,5.431413101,1.35E-11,3.74E-11
DCP1A,-0.452852726,6.24243441,1.36E-11,3.76E-11
CFAP157,0.948453368,2.267131928,1.37E-11,3.79E-11
LIMK1,0.511861055,4.946509859,1.38E-11,3.80E-11
RPL39,0.561226589,4.311277139,1.38E-11,3.81E-11
TRIM16L,0.708470018,3.392585331,1.38E-11,3.81E-11
FAM136A,0.478021385,5.735952456,1.39E-11,3.84E-11
TFE3,-0.551710827,5.047753754,1.39E-11,3.84E-11
HSBP1,0.435827689,6.482284349,1.40E-11,3.88E-11
AMN,0.820072287,2.913365847,1.41E-11,3.89E-11
SMARCB1,-0.524091629,4.592390127,1.41E-11,3.90E-11
HGH1,0.543374509,4.553055486,1.42E-11,3.91E-11
GIT1,-0.499120451,5.84355933,1.43E-11,3.94E-11
KSR2,-1.056188401,1.956752413,1.44E-11,3.96E-11
WDR13,-0.471937134,5.867372729,1.44E-11,3.98E-11
BCL3,1.992571453,0.343076501,1.45E-11,4.00E-11
ERGIC1,0.408526987,6.516144353,1.50E-11,4.13E-11
LOC105373300,2.118780186,0.214132025,1.50E-11,4.13E-11
GK5,0.448933491,5.405898439,1.55E-11,4.26E-11
SLC38A7,-0.576439045,4.891518589,1.55E-11,4.27E-11
VAV3,-0.606492827,4.231091656,1.56E-11,4.30E-11
ASB6,-0.438927151,5.547412242,1.58E-11,4.35E-11
FAM20C,-1.050420668,2.130510882,1.60E-11,4.42E-11
MIOS,-0.493965772,5.136956741,1.61E-11,4.44E-11
HSPA14,-0.428815142,6.455602285,1.62E-11,4.45E-11
SLC25A23,0.651963117,3.536102939,1.64E-11,4.51E-11
MMADHC,-0.436669085,7.201027338,1.64E-11,4.51E-11
KCNN2,1.181038641,1.840706762,1.67E-11,4.58E-11
COMMD8,-0.608527745,3.981281516,1.72E-11,4.74E-11
POLI,0.57449936,4.173490563,1.72E-11,4.74E-11
EPO,2.224865792,0.234722762,1.75E-11,4.81E-11
DGKA,2.405416194,-0.087071614,1.78E-11,4.90E-11
SARAF,-0.403985945,6.352319914,1.78E-11,4.90E-11
LAMA5,0.444992521,8.397532723,1.80E-11,4.95E-11
UGGT2,0.46820369,5.609397897,1.81E-11,4.96E-11
TMEM121,1.551970831,0.999503582,1.81E-11,4.97E-11
NREP,1.759261458,0.68945208,1.81E-11,4.98E-11
ULBP1,1.120080079,1.85780283,1.83E-11,5.01E-11
ATPAF2,-0.649779046,4.102349072,1.84E-11,5.05E-11
C19orf66,1.33842407,1.464347491,1.85E-11,5.07E-11
NIPSNAP3A,0.574749711,4.250028236,1.87E-11,5.12E-11
NMRK2,-0.6268255,3.621873238,1.87E-11,5.13E-11
SNX13,-0.427052543,6.515762161,1.88E-11,5.16E-11
KNTC1,0.405459623,6.35853432,1.90E-11,5.22E-11
LMNA,-0.392454745,9.910000238,1.91E-11,5.24E-11
MAMDC4,0.733518718,3.992044345,1.94E-11,5.32E-11
USP32,-0.451054503,5.87146301,1.94E-11,5.32E-11
LINC01771,-1.792570146,0.75412066,1.96E-11,5.36E-11
RIOK1,-0.436977925,5.623347154,1.96E-11,5.36E-11
LMTK3,-0.568588058,4.679289638,1.96E-11,5.38E-11
DNPH1,0.477439076,5.712636457,1.99E-11,5.44E-11
ANP32B,-0.514755749,5.723391768,2.02E-11,5.52E-11
ZFAND3,-0.505087604,5.630968156,2.05E-11,5.60E-11
CORIN,-1.674059761,0.694923546,2.05E-11,5.62E-11
CDAN1,-0.498184896,5.067740405,2.06E-11,5.64E-11
RAB40C,-0.406770938,6.236076569,2.07E-11,5.65E-11
AFMID,-0.657065366,3.805531046,2.08E-11,5.69E-11
MIR17HG,0.722675317,3.531186262,2.12E-11,5.79E-11
PSMD7,-0.401667383,7.847222251,2.14E-11,5.84E-11
LINC02482,-1.082209388,1.752000894,2.14E-11,5.85E-11
NFKBID,1.129258575,2.001013379,2.15E-11,5.87E-11
DDX19A,-0.404400808,6.045638268,2.19E-11,5.97E-11
ENPEP,-0.378201696,6.560114842,2.20E-11,6.01E-11
PRMT5,-0.405830004,6.472183688,2.20E-11,6.02E-11
AP2B1,-0.46008242,6.082015699,2.25E-11,6.13E-11
ACMSD,-1.169020126,1.559044348,2.28E-11,6.22E-11
SAMD8,-0.409559619,6.515540037,2.30E-11,6.27E-11
PIN1,0.43601267,5.828098696,2.35E-11,6.40E-11
CENPBD1,-0.818370647,3.168019054,2.35E-11,6.40E-11
HSF1,-0.491525622,6.061451944,2.35E-11,6.42E-11
BCAS1,1.694303265,0.748833331,2.36E-11,6.44E-11
COPB1,-0.438715526,7.903015997,2.40E-11,6.54E-11
GGNBP2,-0.423479309,5.931128078,2.41E-11,6.58E-11
SERPINB8,-0.873719173,2.711607121,2.46E-11,6.70E-11
METTL17,0.59624869,3.932997031,2.46E-11,6.71E-11
PACS2,0.414798804,6.364849053,2.49E-11,6.78E-11
MAB21L3,-1.145748693,1.627334419,2.50E-11,6.81E-11
PRPF38B,-0.529256966,5.304563671,2.52E-11,6.87E-11
TUBA1C,0.357070934,8.390047392,2.55E-11,6.94E-11
SLC16A10,-0.766947582,2.892484178,2.57E-11,6.99E-11
DGCR6L,0.627193993,4.110691419,2.61E-11,7.11E-11
LRRC41,0.40068628,6.763100077,2.62E-11,7.13E-11
QSOX2,0.422477303,6.162644684,2.64E-11,7.17E-11
LOC100507507,1.412965988,1.092754973,2.67E-11,7.27E-11
CDK5RAP2,-0.390580347,6.500967261,2.72E-11,7.40E-11
PRDM5,0.565703378,4.622907512,2.78E-11,7.56E-11
CDT1,-0.412387828,6.552519289,2.80E-11,7.60E-11
GFM2,0.486166801,5.6226761,2.81E-11,7.63E-11
ARFGEF1,-0.384381305,6.345102451,2.89E-11,7.85E-11
TRAPPC2,0.989403249,2.304324126,2.91E-11,7.90E-11
GFOD2,-0.489377736,5.4468936,2.99E-11,8.12E-11
TMEM104,-0.421086265,5.625056689,3.01E-11,8.16E-11
AHDC1,0.945210325,2.689216282,3.02E-11,8.18E-11
SUGP1,-0.426894915,5.845320176,3.06E-11,8.31E-11
GTF2A1,-0.4138871,6.372140847,3.11E-11,8.43E-11
E2F4,0.357995261,7.649294747,3.13E-11,8.48E-11
MAP3K9,-0.452232629,5.505659189,3.17E-11,8.59E-11
PIGU,0.489550443,5.461952158,3.19E-11,8.64E-11
BRD7,-0.422188176,5.999105512,3.21E-11,8.70E-11
TOMM7,0.390614493,6.728786985,3.25E-11,8.80E-11
HIVEP2,0.686525807,3.901084387,3.35E-11,9.07E-11
FRAT1,-0.893995408,2.867337838,3.39E-11,9.19E-11
ID3,0.462931855,5.288170746,3.40E-11,9.22E-11
LIMA1,0.358989343,8.673628481,3.43E-11,9.28E-11
SEH1L,-0.383044546,6.314265437,3.45E-11,9.34E-11
SNRPC,0.421703542,6.213568824,3.48E-11,9.42E-11
ZNF212,-0.721710201,3.574694015,3.54E-11,9.59E-11
GOLGB1,-0.378635589,7.323840123,3.55E-11,9.60E-11
IST1,-0.385157307,7.323342243,3.63E-11,9.82E-11
CHPF2,0.482940455,5.669657568,3.63E-11,9.82E-11
KCNH7,-2.162826598,0.040509607,3.70E-11,1.00E-10
ARFGEF3,-0.443879746,6.001083157,3.73E-11,1.01E-10
EPHB3,-0.606596776,4.057881042,3.74E-11,1.01E-10
LYPLA1,0.528152808,6.247321905,3.83E-11,1.03E-10
RNF19A,0.478397615,5.255607323,3.87E-11,1.04E-10
GABBR1,1.311236873,1.615568101,4.02E-11,1.08E-10
IRX4,0.430764101,6.132289759,4.02E-11,1.09E-10
SNAP23,0.389213008,7.02899504,4.04E-11,1.09E-10
C11orf58,-0.386064927,6.679603083,4.14E-11,1.12E-10
C5orf30,-0.542330895,4.409845595,4.20E-11,1.13E-10
LOC101928516,1.285678372,1.465493944,4.21E-11,1.14E-10
ZDHHC2,0.577330669,4.236947898,4.22E-11,1.14E-10
RNF13,0.454240268,5.905572332,4.24E-11,1.14E-10
FBXO2,1.616183772,0.878861545,4.26E-11,1.15E-10
RNF113A,-0.585560553,4.111759043,4.30E-11,1.16E-10
CPNE2,1.2253295,1.562430035,4.33E-11,1.17E-10
TCF12,0.408748562,6.154216991,4.38E-11,1.18E-10
LIN7C,0.538570309,6.090693878,4.40E-11,1.18E-10
ZNF528-AS1,1.016743804,2.12488939,4.41E-11,1.19E-10
DPEP1,2.013539338,0.362656909,4.45E-11,1.20E-10
EEPD1,-2.5891293,-0.413650357,4.54E-11,1.22E-10
NTMT1,-0.575016251,4.392756229,4.63E-11,1.25E-10
USP13,0.693557492,3.550534309,4.64E-11,1.25E-10
HAGHL,1.20773158,1.555412872,4.66E-11,1.25E-10
MINDY3,-0.499697218,4.975878886,4.67E-11,1.26E-10
ORMDL3,0.510677658,5.741741571,4.70E-11,1.26E-10
UNC5CL,-1.41379295,1.017833888,4.73E-11,1.27E-10
PCMTD1,-0.523547128,4.503999989,4.73E-11,1.27E-10
MESP1,2.718241055,-0.264881268,4.85E-11,1.30E-10
CMTM6,0.430720124,6.874628077,4.87E-11,1.31E-10
MRPS31P5,0.764238579,3.262101935,4.95E-11,1.33E-10
TVP23B,-0.586409345,3.954365911,4.97E-11,1.34E-10
LINC01090,-0.674811955,3.405779647,5.02E-11,1.35E-10
DEK,0.395135086,8.000984626,5.04E-11,1.35E-10
TGIF2,2.58463755,-0.250434317,5.09E-11,1.37E-10
LOC102546229,-1.345147025,1.088144437,5.10E-11,1.37E-10
STAT4,1.71484316,0.620320573,5.18E-11,1.39E-10
TCERG1L,-0.580053821,4.705941256,5.21E-11,1.40E-10
PTPRD,-0.764830084,3.077089204,5.21E-11,1.40E-10
MAPK9,-0.403413289,6.445761243,5.23E-11,1.40E-10
LINC02267,0.717527243,3.659838056,5.52E-11,1.48E-10
ATXN7,-0.456116291,5.51350857,5.52E-11,1.48E-10
MED18,-0.565170353,5.118081209,5.59E-11,1.50E-10
FGFR1OP2,-0.552810939,4.768894116,5.64E-11,1.51E-10
TLE1,-0.432385691,7.220532161,5.70E-11,1.53E-10
TMPRSS2,3.13395373,-0.554091656,5.72E-11,1.53E-10
WDR46,-0.404573281,6.96393717,5.72E-11,1.53E-10
PAQR4,0.509310074,4.73564504,5.75E-11,1.54E-10
LGSN,-1.196743429,1.513284832,5.77E-11,1.55E-10
DCUN1D4,0.550303612,4.287824246,5.85E-11,1.57E-10
ARHGDIB,0.923938181,2.653734788,5.92E-11,1.58E-10
GSTCD,-0.450852656,5.808681629,5.93E-11,1.59E-10
ATM,0.58256567,4.013672071,6.00E-11,1.60E-10
CCDC62,1.610045008,0.719335994,6.06E-11,1.62E-10
TKFC,0.616332516,4.648568669,6.20E-11,1.66E-10
CUTA,0.399816011,6.334930102,6.24E-11,1.67E-10
RFC1,-0.429673305,6.457937206,6.24E-11,1.67E-10
MEX3C,0.360794581,7.090075409,6.28E-11,1.68E-10
IL16,1.663263101,0.620690814,6.33E-11,1.69E-10
MANBAL,-0.636137557,4.506665379,6.38E-11,1.71E-10
EPHA4,1.646275983,0.712043996,6.43E-11,1.72E-10
KATNA1,-0.470356922,5.101645718,6.45E-11,1.72E-10
FRS3,0.869428997,2.486908669,6.46E-11,1.73E-10
RPN1,-0.355883212,9.468870954,6.50E-11,1.73E-10
TTC3,-0.358524274,7.417760774,6.63E-11,1.77E-10
SLC36A4,-0.535779154,4.374070969,6.63E-11,1.77E-10
YBX1,0.40230412,8.51680831,6.72E-11,1.79E-10
NELFB,-0.384627917,7.034714265,6.85E-11,1.83E-10
TMEM39B,-0.650904665,3.386214318,6.89E-11,1.84E-10
EBNA1BP2,-0.389400816,6.620830901,6.91E-11,1.84E-10
MIR34AHG,0.88186417,2.520962797,6.94E-11,1.85E-10
FZD3,0.685409924,3.68577128,6.97E-11,1.86E-10
MAPK1IP1L,-0.434659542,6.27998786,7.00E-11,1.87E-10
REEP6,0.548453513,5.010835937,7.14E-11,1.90E-10
SNX18,0.355030313,7.945651236,7.19E-11,1.92E-10
DNTTIP1,-0.674793513,3.681670555,7.23E-11,1.92E-10
SPDYA,-1.528280967,0.755047737,7.23E-11,1.93E-10
CHD2,-0.390727035,6.985302414,7.29E-11,1.94E-10
RAB3IL1,2.849498714,-0.434702795,7.35E-11,1.95E-10
SH3BGRL,0.628831207,4.278647444,7.42E-11,1.97E-10
LINC01300,1.566632548,0.78452089,7.44E-11,1.98E-10
MDFI,0.480303411,4.885348935,7.50E-11,1.99E-10
